ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.4136666666666667,0.37526371611400555,0.4521415679748894,0.7631054131054131,0.40611624703063165,0.49043167759239864,0.8982401176265347,0.9182225140386834,0.48527054188222013,0.8964008561479117,0.9210437813438015,0.482109716588263,0.5181718957590713,2.1942743021891237e-16,KL,Group5
