ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.4236666666666666,0.3823070539303383,0.46145612526904034,0.753133903133903,0.41181586384378654,0.5000651797058122,0.900909803527687,0.9223089813954857,0.48656267603470743,0.9081129964466467,0.923935493749982,0.47901833864052323,0.5248318282806028,5.100356615560927e-17,grad_diff,Group5
