ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.4048333333333333,0.3395528370412172,0.39954843316734057,0.7962962962962962,0.3770946559033985,0.43989437046211105,0.5701511808980644,0.4854514488723429,0.4494481566229454,0.565595309163467,0.4802583376008425,0.5291331907385743,0.44692119715321493,4.783786471507949e-12,grad_ascent,Group5
