ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.44233333333333336,0.34740838816480285,0.41250451655368414,0.7545584045584045,0.38635367814843535,0.45780079643255467,0.6166586661480999,0.6651992875460615,0.4608976559498387,0.591603511864652,0.6341030647779538,0.518877880038499,0.47478425187863355,1.0747499261825832e-13,KL,Group5
