ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.11699999999999999,0.33645641523660985,0.3797427614581561,0.572934472934473,0.390492325645414,0.4670669040635775,0.05051825702800278,0.6034170914129904,0.4294663457238504,0.052775733683452584,0.5969476056413353,0.5366326676573637,0.20279250778823982,8.777796874606567e-12,dpo,Group5
