ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.3386666666666667,0.3781786284309412,0.4481721041499873,0.7257834757834757,0.4041538285381248,0.48464920613410306,0.6342943580517154,0.7998251136876832,0.4823632682493686,0.5732143129105028,0.7103052414611474,0.48098826940340683,0.4827361672918383,1.8502009026131303e-15,grad_diff,Group5
