ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.018666666666666668,0.3051444283737315,0.33250178441243294,0.09002849002849003,0.36704837013736047,0.42565920386702205,0.01628745695101891,0.4245387689535883,0.4061450923606322,0.012048349862689057,0.40893428098611345,0.5674174424044188,0.06326799998306118,7.277526651183985e-09,dpo,Group5
