ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.025333333333333333,0.3151874039539926,0.3731638714600619,0.27948717948717944,0.33506161354987773,0.3818105109568953,0.27117460088145706,0.024788975891088184,0.2930762770401037,0.27201485999388364,0.027640045915294658,0.6842519440378562,0.0882802563772105,0.012491357471341868,grad_ascent,Group5
