ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.042,0.31637399573917446,0.37594658290528515,0.3974358974358974,0.34604916502487115,0.3981917065113379,0.29240660596263873,0.05518101219334632,0.30313290918655045,0.2810529374316137,0.059284232609575556,0.6748019999575122,0.14425737525573154,0.005536865013092584,KL,Group5
